code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
E09000032,wandsworth,12/1/12,31262,7.26,35295.0,24,308312,136000,3522,135601,1
E09000033,westminster,12/1/12,37649,7,55529.0,22,223858,698000,2203,119245,1
E12000001,north east,12/1/12,23781,7.39,27977.0,37,2602310,1122000,,,0
E12000002,north west,12/1/12,24603,7.41,28989.0,44,7084337,3398000,,,0
E12000003,yorkshire and the humber,12/1/12,24288,7.46,28321.0,43,5316691,2479000,,,0
E12000004,east midlands,12/1/12,24626,7.5,29039.0,47,4567731,2191000,,,0
E12000005,west midlands,12/1/12,24573,7.43,28939.0,44,5642569,2659000,,,0
E12000006,east,12/1/12,26145,,30899.0,49,5907348,2869000,,,0
E12000007,london,12/1/12,34883,7.25,48367.0,34,8308369,5229000,159471,3383029,0
E12000008,south east,12/1/12,28175,7.54,34416.0,43,8724737,4477000,,,0
E12000009,south west,12/1/12,24581,7.55,29058.0,47,5339637,2692000,,,0
E13000001,inner london,12/1/12,38225,,55931.0,,3284967,,32796,1424047,0
E13000002,outer london,12/1/12,29382,,34595.0,,5023402,,126676,1958983,0
E92000001,england,12/1/12,26822,7.44,33529.0,43,53493729,27117000,13303728,23110962,0
K02000001,united kingdom,12/1/12,26472,,32814.0,,63705030,31957000,,,0
K03000001,great britain,12/1/12,26540,,32974.0,,61881396,31132000,,,0
K04000001,england and wales,12/1/12,26633,,33195.0,,56567796,28488000,,,0
N92000002,northern ireland,12/1/12,23944,7.7,27784.0,,1823634,825000,,,0
S92000003,scotland,12/1/12,25780,7.53,30792.0,,5313600,2643000,,,0
W92000004,wales,12/1/12,23617,7.44,26950.0,,3074067,1371000,,,0
E09000001,city of london,12/1/13,54202,nan,83403.0,39,7648,463000,315,5566,1
E09000002,barking and dagenham,12/1/13,32248,7.01,37214.0,25,194352,54000,3780,71937,1
E09000003,barnet,12/1/13,29353,7.4,33766.0,36,369088,159000,8675,142835,1
E09000004,bexley,12/1/13,28512,7.28,32463.0,55,236687,80000,6429,95658,1
E09000005,brent,12/1/13,28034,7.41,34480.0,41,317264,125000,4323,113305,1
E09000006,bromley,12/1/13,28126,7.53,34133.0,50,317899,129000,15013,136304,1
E09000007,camden,12/1/13,36336,7.11,45539.0,29,229719,355000,2179,100760,1
E09000008,croydon,12/1/13,30939,7.36,35213.0,42,372752,130000,8650,149697,1
E09000009,ealing,12/1/13,29733,7.24,33210.0,40,342494,152000,5554,128862,1
E09000010,enfield,12/1/13,25805,7.28,30011.0,39,320524,118000,8220,122888,1
E09000011,greenwich,12/1/13,29251,7.15,33060.0,39,264008,86000,5044,104623,1
E09000012,hackney,12/1/13,33097,7.05,39044.0,25,257379,111000,1905,104365,1
E09000013,hammersmith and fulham,12/1/13,34554,7.4,42349.0,21,178685,141000,1715,83281,1
E09000014,haringey,12/1/13,29609,7.28,32408.0,36,263386,84000,2960,106033,1
E09000015,harrow,12/1/13,25784,7.51,31504.0,49,243373,78000,5046,87709,1
E09000016,havering,12/1/13,29858,7.51,32758.0,32,242080,91000,11446,99463,1
E09000017,hillingdon,12/1/13,35738,7.5,40911.0,43,286808,213000,11570,106363,1
E09000018,hounslow,12/1/13,31173,7.33,38522.0,35,262407,167000,5659,97704,1
E09000019,islington,12/1/13,37325,7.35,56967.0,33,215671,220000,1486,99015,1
E09000020,kensington and chelsea,12/1/13,31307,7.67,37906.0,25,155594,141000,1238,84957,1
E09000021,kingston upon thames,12/1/13,29450,7.43,35167.0,46,166793,80000,3726,65625,1
E09000022,lambeth,12/1/13,35397,7.01,43350.0,21,314242,168000,2725,133598,1
E09000023,lewisham,12/1/13,30478,7.34,30909.0,18,286180,82000,3532,120637,1
E09000024,merton,12/1/13,28610,7.43,31960.0,39,203223,96000,3762,81842,1
E09000025,newham,12/1/13,29334,7.24,32807.0,18,318227,104000,3857,104791,1
E09000026,redbridge,12/1/13,31215,7.47,33442.0,29,288272,84000,5644,102138,1
E09000027,richmond upon thames,12/1/13,31997,7.6,36611.0,43,191365,95000,5876,83176,1
E09000028,southwark,12/1/13,36198,7.58,43807.0,34,298465,256000,2991,125566,1
E09000029,sutton,12/1/13,30061,7.49,33223.0,37,195914,77000,4385,80510,1
E09000030,tower hamlets,12/1/13,46441,7.5,73376.0,28,272890,269000,2158,109215,1
E09000031,waltham forest,12/1/13,,7.34,31143.0,33,265797,81000,3881,99251,1
E09000032,wandsworth,12/1/13,31491,7.43,36917.0,20,310516,134000,3522,136558,1
E09000033,westminster,12/1/13,36946,7.53,51094.0,21,226841,717000,2203,119837,1
E12000001,north east,12/1/13,24113,7.47,28460.0,38,2610481,1132000,,,0
E12000002,north west,12/1/13,25111,7.42,29569.0,46,7103261,3464000,,,0
E12000003,yorkshire and the humber,12/1/13,24933,7.51,28997.0,44,5337711,2523000,,,0
E12000004,east midlands,12/1/13,24918,7.55,29415.0,46,4598431,2186000,,,0
E12000005,west midlands,12/1/13,25328,7.49,30162.0,42,5674712,2700000,,,0
E12000006,east,12/1/13,26514,,31310.0,49,5954316,2888000,,,0
E12000007,london,12/1/13,35173,7.36,47962.0,34,8416543,5341000,159471,3404068,0
E12000008,south east,12/1/13,28315,7.6,34214.0,44,8792766,4565000,,,0
E12000009,south west,12/1/13,25242,7.56,30016.0,47,5377596,2745000,,,0
E13000001,inner london,12/1/13,38274,,55061.0,,3335443,,32796,1434179,0
E13000002,outer london,12/1/13,30148,,34950.0,,5081100,,126676,1969890,0
E92000001,england,12/1/13,27372,7.5,33967.0,43,53865817,27545000,13303728,23235684,0
K02000001,united kingdom,12/1/13,27011,,33283.0,,64105654,32408000,,,0
K03000001,great britain,12/1/13,27105,,33442.0,,62275929,31574000,,,0
K04000001,england and wales,12/1/13,27169,,33639.0,,56948229,28940000,,,0
N92000002,northern ireland,12/1/13,23952,7.73,27839.0,,1829725,834000,,,0
S92000003,scotland,12/1/13,26489,7.58,31486.0,,5327700,2634000,,,0
W92000004,wales,12/1/13,24103,7.52,27518.0,,3082412,1395000,,,0
E09000001,city of london,12/1/14,54710,nan,82808.0,34,8072,498000,315,6003,1
E09000002,barking and dagenham,12/1/14,32698,7.32,36323.0,23,198294,59000,3780,72668,1
E09000003,barnet,12/1/14,31162,7.54,34936.0,38,374915,165000,8675,143948,1
E09000004,bexley,12/1/14,28505,7.52,31878.0,54,239865,80000,6429,96186,1
E09000005,brent,12/1/14,29514,7.24,33484.0,35,320762,131000,4323,114039,1
E09000006,bromley,12/1/14,27926,7.71,33458.0,48,321278,127000,15013,136453,1
E09000007,camden,12/1/14,36748,7.25,44629.0,26,234846,379000,2179,101214,1
E09000008,croydon,12/1/14,31154,7.35,34769.0,40,376040,142000,8650,150992,1
E09000009,ealing,12/1/14,28825,7.6,32716.0,40,342118,159000,5554,129631,1
E09000010,enfield,12/1/14,25805,7.45,29804.0,39,324574,127000,8220,123400,1
E09000011,greenwich,12/1/14,28954,7.33,31690.0,34,268678,95000,5044,105735,1
E09000012,hackney,12/1/14,33116,7.43,40241.0,25,263150,131000,1905,105490,1
E09000013,hammersmith and fulham,12/1/14,33688,7.56,38677.0,21,178365,148000,1715,83907,1
E09000014,haringey,12/1/14,30325,7.38,33616.0,37,267541,90000,2960,106507,1
E09000015,harrow,12/1/14,26037,7.49,29957.0,45,246011,89000,5046,88004,1
E09000016,havering,12/1/14,30003,7.62,33536.0,32,245974,90000,11446,99619,1
E09000017,hillingdon,12/1/14,33984,7.63,42606.0,44,292690,220000,11570,106917,1
E09000018,hounslow,12/1/14,33038,7.57,41473.0,35,265568,164000,5659,98390,1
E09000019,islington,12/1/14,36751,7.36,59007.0,33,221030,231000,1486,100258,1
E09000020,kensington and chelsea,12/1/14,30002,7.65,36844.0,25,156190,141000,1238,85553,1
E09000021,kingston upon thames,12/1/14,30768,7.52,35833.0,46,169958,82000,3726,65886,1
E09000022,lambeth,12/1/14,34491,7.41,44566.0,28,318216,180000,2725,134852,1
E09000023,lewisham,12/1/14,29983,7.33,32256.0,17,291933,88000,3532,121350,1
E09000024,merton,12/1/14,27539,7.64,31917.0,38,203515,97000,3762,82282,1
E09000025,newham,12/1/14,29061,7.54,33619.0,17,324322,112000,3857,106760,1
E09000026,redbridge,12/1/14,31127,7.55,33732.0,29,293055,89000,5644,102396,1
E09000027,richmond upon thames,12/1/14,31533,7.54,36975.0,41,193585,95000,5876,83540,1
E09000028,southwark,12/1/14,34612,7.43,40893.0,35,302538,282000,2991,127217,1
E09000029,sutton,12/1/14,25797,7.6,30752.0,38,198134,78000,4385,80810,1
E09000030,tower hamlets,12/1/14,48309,7.54,74087.0,28,284015,278000,2158,109875,1
E09000031,waltham forest,12/1/14,26484,7.64,28426.0,36,268020,84000,3881,99640,1
E09000032,wandsworth,12/1/14,31085,7.47,35182.0,21,312145,134000,3522,137757,1
E09000033,westminster,12/1/14,37260,7.45,51099.0,19,233292,737000,2203,120367,1
E12000001,north east,12/1/14,24904,7.57,28957.0,38,2618710,1162000,,,0
E12000002,north west,12/1/14,25262,7.56,29901.0,47,7132991,3523000,,,0
E12000003,yorkshire and the humber,12/1/14,24999,7.55,28957.0,44,5360027,2585000,,,0
E12000004,east midlands,12/1/14,25000,7.64,29346.0,45,4637413,2232000,,,0
E12000005,west midlands,12/1/14,24963,7.57,29550.0,42,5713284,2742000,,,0
E12000006,east,12/1/14,26817,,32035.0,49,6018383,2979000,,,0
E12000007,london,12/1/14,35034,7.49,48263.0,33,8538689,5603000,159471,3427645,0
E12000008,south east,12/1/14,28607,7.73,34646.0,45,8873818,4651000,,,0
E12000009,south west,12/1/14,25585,7.66,30163.0,48,5423303,2849000,,,0
E13000001,inner london,12/1/14,38229,,55238.0,,3395655,,32796,1447110,0
E13000002,outer london,12/1/14,30000,,35118.0,,5143034,,126676,1980536,0
E92000001,england,12/1/14,27485,7.6,34214.0,44,54316618,28327000,13303728,23372289,0
K02000001,united kingdom,12/1/14,27215,,33516.0,,64596752,33305000,,,0
K03000001,great britain,12/1/14,27297,,33662.0,,62756254,32456000,,,0
K04000001,england and wales,12/1/14,27321,,33881.0,,57408654,29723000,,,0
N92000002,northern ireland,12/1/14,24491,7.89,28263.0,,1840498,848000,,,0
S92000003,scotland,12/1/14,27038,7.66,31484.0,,5347600,2733000,,,0
W92000004,wales,12/1/14,24453,7.56,27759.0,,3092036,1396000,,,0
E09000001,city of london,12/1/15,54034,nan,77754.0,31,8760,541000,315,6229,1
E09000002,barking and dagenham,12/1/15,33018,7.45,36705.0,19,201979,62000,3780,73182,1
E09000003,barnet,12/1/15,30900,7.53,34730.0,37,379691,168000,8675,145272,1
E09000004,bexley,12/1/15,29664,7.41,33367.0,52,242142,86000,6429,96996,1
E09000005,brent,12/1/15,29987,7.55,34281.0,36,324012,136000,4323,115598,1
E09000006,bromley,12/1/15,30444,7.54,35238.0,46,324857,124000,15013,136864,1
E09000007,camden,12/1/15,36970,7.35,45489.0,25,241059,383000,2179,101653,1
E09000008,croydon,12/1/15,30628,7.45,34199.0,38,379031,144000,8650,152515,1
E09000009,ealing,12/1/15,28657,7.65,31980.0,43,343059,163000,5554,130528,1
E09000010,enfield,12/1/15,26230,7.3,31041.0,36,328433,133000,8220,123799,1
E09000011,greenwich,12/1/15,30497,7.23,33856.0,35,274803,96000,5044,106883,1
E09000012,hackney,12/1/15,31566,7.31,38327.0,25,269009,136000,1905,106748,1
E09000013,hammersmith and fulham,12/1/15,34652,7.68,38176.0,22,179410,154000,1715,85267,1
E09000014,haringey,12/1/15,30072,7.26,33919.0,36,272864,93000,2960,106640,1
E09000015,harrow,12/1/15,26770,7.65,31404.0,41,247130,88000,5046,88414,1
E09000016,havering,12/1/15,30591,7.69,33850.0,32,249085,93000,11446,100261,1
E09000017,hillingdon,12/1/15,32681,7.46,40529.0,44,297735,202000,11570,107462,1
E09000018,hounslow,12/1/15,33717,7.54,43037.0,34,268770,187000,5659,98787,1
E09000019,islington,12/1/15,36679,7.29,49576.0,29,227692,250000,1486,100756,1
E09000020,kensington and chelsea,12/1/15,31524,7.78,38848.0,26,157711,150000,1238,86537,1
E09000021,kingston upon thames,12/1/15,28635,7.71,31728.0,46,173525,95000,3726,66412,1
E09000022,lambeth,12/1/15,34852,7.41,45180.0,29,324431,185000,2725,136263,1
E09000023,lewisham,12/1/15,30932,7.14,32602.0,18,297325,83000,3532,122818,1
E09000024,merton,12/1/15,30040,7.56,32907.0,35,204565,98000,3762,82707,1
E09000025,newham,12/1/15,28886,7.73,33127.0,15,332817,114000,3857,108810,1
E09000026,redbridge,12/1/15,29098,7.87,33182.0,28,296793,92000,5644,102653,1
E09000027,richmond upon thames,12/1/15,32660,7.74,38060.0,41,194730,102000,5876,83781,1
E09000028,southwark,12/1/15,36238,7.49,42316.0,35,308901,289000,2991,128358,1
E09000029,sutton,12/1/15,27355,7.45,32427.0,35,200145,80000,4385,81237,1
E09000030,tower hamlets,12/1/15,46681,7.48,67320.0,27,295236,298000,2158,110791,1
E09000031,waltham forest,12/1/15,29352,7.55,30911.0,35,271170,86000,3881,100311,1
E09000032,wandsworth,12/1/15,31968,7.53,37251.0,21,314544,144000,3522,138841,1
E09000033,westminster,12/1/15,39392,7.6,53316.0,17,242299,756000,2203,121116,1
E12000001,north east,12/1/15,25347,7.62,29989.0,38,2624621,1196000,,,0
E12000002,north west,12/1/15,25667,7.55,30351.0,47,7173835,3603000,,,0
E12000003,yorkshire and the humber,12/1/15,25194,7.65,29371.0,44,5390576,2694000,,,0
E12000004,east midlands,12/1/15,25003,7.74,29407.0,45,4677038,2304000,,,0
E12000005,west midlands,12/1/15,25682,7.62,30179.0,42,5751000,2818000,,,0
E12000006,east,12/1/15,27300,,32484.0,49,6076451,3053000,,,0
E12000007,london,12/1/15,35303,7.5,46946.0,33,8673713,5810000,159471,3454488,0
E12000008,south east,12/1/15,29031,7.74,35151.0,45,8947913,4836000,,,0
E12000009,south west,12/1/15,25950,7.73,30591.0,48,5471180,2904000,,,0
E13000001,inner london,12/1/15,38803,,53152.0,,3472058,,32796,1460827,0
E13000002,outer london,12/1/15,30382,,35206.0,,5201655,,126676,1993662,0
E92000001,england,12/1/15,27841,7.64,34231.0,43,54786327,29219000,13303728,23542982,0
K02000001,united kingdom,12/1/15,27615,,33644.0,,65110034,34270000,,,0
K03000001,great britain,12/1/15,27682,,33777.0,,63258413,33409000,,,0
K04000001,england and wales,12/1/15,27680,,33933.0,,57885413,30651000,,,0
N92000002,northern ireland,12/1/15,25719,7.85,29376.0,,1851621,861000,,,0
S92000003,scotland,12/1/15,27687,7.68,32217.0,,5373000,2758000,,,0
W92000004,wales,12/1/15,24869,7.63,28359.0,,3099086,1433000,,,0
E09000001,city of london,12/1/16,55487,nan,79489.0,29,9401,586000,315,6306,1
E09000002,barking and dagenham,12/1/16,30994,7.5,37959.0,25,206460,63000,3780,73914,1
E09000003,barnet,12/1/16,32623,7.47,35315.0,37,386083,169000,8675,146730,1
E09000004,bexley,12/1/16,,7.46,32666.0,53,244760,86000,6429,96864,1
E09000005,brent,12/1/16,30699,7.67,36579.0,36,328254,148000,4323,116649,1
E09000006,bromley,12/1/16,30861,7.6,35338.0,47,326889,134000,15013,137564,1
E09000007,camden,12/1/16,37817,7.56,45644.0,27,246181,394000,2179,102618,1
E09000008,croydon,12/1/16,31479,7.68,,39,382304,149000,8650,154559,1
E09000009,ealing,12/1/16,29241,7.42,34468.0,51,343196,168000,5554,131249,1
E09000010,enfield,12/1/16,28918,7.29,33076.0,37,331395,129000,8220,124471,1
E09000011,greenwich,12/1/16,30180,7.28,33568.0,35,279766,96000,5044,108603,1
E09000012,hackney,12/1/16,32404,7.26,39387.0,27,273526,143000,1905,107574,1
E09000013,hammersmith and fulham,12/1/16,35000,7.47,40291.0,23,179654,157000,1715,85635,1
E09000014,haringey,12/1/16,29753,7.56,32799.0,36,278451,92000,2960,106879,1
E09000015,harrow,12/1/16,30134,7.64,34743.0,40,248752,93000,5046,89324,1
E09000016,havering,12/1/16,28906,7.53,33025.0,37,252783,100000,11446,101273,1
E09000017,hillingdon,12/1/16,33093,7.68,39729.0,43,302471,204000,11570,108171,1
E09000018,hounslow,12/1/16,36235,7.96,47577.0,30,271139,197000,5659,99267,1
E09000019,islington,12/1/16,39894,7.38,52885.0,32,232865,251000,1486,101783,1
E09000020,kensington and chelsea,12/1/16,30008,7.52,35249.0,26,156726,153000,1238,86921,1
E09000021,kingston upon thames,12/1/16,30729,7.69,34343.0,47,176107,99000,3726,66651,1
E09000022,lambeth,12/1/16,34670,7.35,41335.0,29,327910,175000,2725,137610,1
E09000023,lewisham,12/1/16,32217,7.18,34588.0,18,301867,84000,3532,124357,1
E09000024,merton,12/1/16,28224,7.62,34199.0,36,205029,94000,3762,83215,1
E09000025,newham,12/1/16,30743,7.61,36946.0,14,340978,125000,3857,110251,1
E09000026,redbridge,12/1/16,28237,7.57,32190.0,27,299249,94000,5644,102707,1
E09000027,richmond upon thames,12/1/16,33329,7.71,38572.0,42,195846,108000,5876,84294,1
E09000028,southwark,12/1/16,37159,7.37,42583.0,34,313223,307000,2991,129740,1
E09000029,sutton,12/1/16,28318,7.66,34818.0,37,202220,84000,4385,81628,1
E09000030,tower hamlets,12/1/16,45975,7.75,64345.0,28,304854,303000,2158,113185,1
E09000031,waltham forest,12/1/16,27455,7.67,30172.0,34,275843,86000,3881,101284,1
E09000032,wandsworth,12/1/16,33405,7.64,37651.0,22,316096,146000,3522,141579,1
E09000033,westminster,12/1/16,40000,7.68,53888.0,17,247614,765000,2203,122024,1
E12000001,north east,12/1/16,25561,7.61,29574.0,36,2636848,1173000,,,0
E12000002,north west,12/1/16,26220,7.59,31145.0,46,7219623,3726000,,,0
E12000003,yorkshire and the humber,12/1/16,25946,7.69,29811.0,43,5425741,2735000,,,0
E12000004,east midlands,12/1/16,25474,7.73,30085.0,46,4724437,2398000,,,0
E12000005,west midlands,12/1/16,26352,7.67,31295.0,41,5800734,2882000,,,0
E12000006,east,12/1/16,27892,,33026.0,49,6130542,3163000,,,0
E12000007,london,12/1/16,36170,7.54,47924.0,33,8787892,5982000,159471,3484878,0
E12000008,south east,12/1/16,29700,7.76,35879.0,46,9026297,4970000,,,0
E12000009,south west,12/1/16,26372,7.76,31177.0,48,5515953,2943000,,,0
E13000001,inner london,12/1/16,39653,,53688.0,,3529346,,32796,1476462,0
E13000002,outer london,12/1/16,31018,,36862.0,,5258546,,126676,2008417,0
E92000001,england,12/1/16,28496,7.68,35053.0,44,55268067,29972000,13303728,23732627,0
K02000001,united kingdom,12/1/16,28195,,34447.0,,65648054,35175000,,,0
K03000001,great britain,12/1/16,28279,,34588.0,,63785917,34293000,,,0
K04000001,england and wales,12/1/16,28325,,34758.0,,58381217,31445000,,,0
N92000002,northern ireland,12/1/16,25978,7.88,30189.0,,1862137,882000,,,0
S92000003,scotland,12/1/16,27925,7.68,32872.0,,5404700,2849000,,,0
W92000004,wales,12/1/16,25440,7.65,29150.0,,3113150,1472000,,,0
E09000001,city of london,12/1/17,56295,nan,80655.0,29,7654,626000,315,6313,1
E09000002,barking and dagenham,12/1/17,28553,7.66,32093.0,25,210711,66000,3780,74510,1
E09000003,barnet,12/1/17,32143,7.63,36818.0,37,387803,176000,8675,148529,1
E09000004,bexley,12/1/17,30733,7.42,33857.0,52,246124,91000,6429,97628,1
E09000005,brent,12/1/17,30134,7.79,35840.0,37,329102,157000,4323,118013,1
E09000006,bromley,12/1/17,29819,7.31,34354.0,50,329391,134000,15013,138422,1
E09000007,camden,12/1/17,38147,7.31,44970.0,30,253361,398000,2179,103826,1
E09000008,croydon,12/1/17,32109,7.49,35839.0,38,384837,155000,8650,157394,1
E09000009,ealing,12/1/17,30259,7.55,36039.0,49,342736,168000,5554,132094,1
E09000010,enfield,12/1/17,29134,7.34,34096.0,36,332705,126000,8220,125369,1
E09000011,greenwich,12/1/17,32635,7.47,35702.0,35,282849,102000,5044,110983,1
E09000012,hackney,12/1/17,33618,7.34,42457.0,27,275929,139000,1905,108770,1
E09000013,hammersmith and fulham,12/1/17,36972,7.34,45218.0,24,182998,159000,1715,86609,1
E09000014,haringey,12/1/17,31442,7.6,35729.0,33,271224,92000,2960,107620,1
E09000015,harrow,12/1/17,31255,7.79,39293.0,41,248880,97000,5046,89980,1
E09000016,havering,12/1/17,29134,7.58,33432.0,37,256039,103000,11446,101716,1
E09000017,hillingdon,12/1/17,33596,7.55,41156.0,40,302343,216000,11570,108935,1
E09000018,hounslow,12/1/17,34119,7.34,42932.0,30,269100,186000,5659,99824,1
E09000019,islington,12/1/17,39348,7.38,52752.0,29,235000,247000,1486,102457,1
E09000020,kensington and chelsea,12/1/17,31678,7.31,38625.0,26,155741,166000,1238,87276,1
E09000021,kingston upon thames,12/1/17,31308,7.6,36139.0,48,174609,100000,3726,66924,1
E09000022,lambeth,12/1/17,35036,7.42,40458.0,30,324048,188000,2725,138745,1
E09000023,lewisham,12/1/17,33294,7.31,35454.0,22,301307,88000,3532,125961,1
E09000024,merton,12/1/17,29627,7.55,35907.0,37,206052,104000,3762,83649,1
E09000025,newham,12/1/17,30770,7.47,38661.0,14,347996,125000,3857,112628,1
E09000026,redbridge,12/1/17,29189,7.55,32792.0,24,301785,97000,5644,103462,1
E09000027,richmond upon thames,12/1/17,32141,7.73,39407.0,42,195680,106000,5876,84759,1
E09000028,southwark,12/1/17,37601,7.47,44008.0,35,314232,317000,2991,132152,1
E09000029,sutton,12/1/17,27945,7.91,35113.0,50,203243,85000,4385,82281,1
E09000030,tower hamlets,12/1/17,49369,7.51,75103.0,26,307964,317000,2158,118012,1
E09000031,waltham forest,12/1/17,28284,7.73,31049.0,32,275505,88000,3881,102317,1
E09000032,wandsworth,12/1/17,33137,7.64,40076.0,22,323257,151000,3522,143915,1
E09000033,westminster,12/1/17,42152,7.57,59878.0,19,244796,754000,2203,123366,1
E12000001,north east,12/1/17,25904,7.66,30415.0,35,2644727,1208000,,,0
E12000002,north west,12/1/17,26754,7.68,31733.0,45,7258627,3778000,,,0
E12000003,yorkshire and the humber,12/1/17,26309,7.66,30484.0,42,,2759000,,,0
E12000004,east midlands,12/1/17,25882,7.72,30566.0,44,4771666,2389000,,,0
E12000005,west midlands,12/1/17,26837,7.67,31930.0,40,5860706,2990000,,,0
E12000006,east,12/1/17,28456,,33887.0,49,6168432,3218000,,,0
E12000007,london,12/1/17,37171,7.52,50285.0,33,8825001,6125000,159471,3524438,0
E12000008,south east,12/1/17,30236,7.76,36442.0,47,9080825,4897000,,,0
E12000009,south west,12/1/17,27119,7.76,31645.0,49,5559316,2993000,,,0
E13000001,inner london,12/1/17,40675,,56859.0,,3545507,,32796,1497650,0
E13000002,outer london,12/1/17,31298,,36752.0,,5279494,,126676,2026789,0
E92000001,england,12/1/17,29083,7.68,36076.0,43,55619430,30359000,13303728,23949972,0
K02000001,united kingdom,12/1/17,28759,,35398.0,,66040229,35547000,,,0
K03000001,great britain,12/1/17,28869,,35564.0,,64169395,34656000,,,0
K04000001,england and wales,12/1/17,28939,,35779.0,,58744595,31823000,,,0
N92000002,northern ireland,12/1/17,25935,7.92,30254.0,,1870834,891000,,,0
S92000003,scotland,12/1/17,28335,7.71,33383.0,,5424800,2833000,,,0
W92000004,wales,12/1/17,26026,7.69,29976.0,,3125165,1464000,,,0
E09000001,city of london,12/1/18,61203,nan,90028.0,30,8706,640000,315,6451,1
E09000002,barking and dagenham,12/1/18,29995,7.52,32671.0,24,211998,66000,3780,74923,1
E09000003,barnet,12/1/18,29927,7.55,36776.0,35,392140,170000,8675,150737,1
E09000004,bexley,12/1/18,,7.54,34496.0,54,247258,87000,6429,97905,1
E09000005,brent,12/1/18,30366,7.71,35830.0,37,330795,157000,4323,118707,1
E09000006,bromley,12/1/18,30762,7.57,35201.0,50,331096,127000,15013,138976,1
E09000007,camden,12/1/18,39198,7.48,46502.0,31,262226,403000,2179,104771,1
E09000008,croydon,12/1/18,33804,7.69,36880.0,47,385346,149000,8650,159470,1
E09000009,ealing,12/1/18,29928,7.53,36304.0,53,341982,148000,5554,133551,1
E09000010,enfield,12/1/18,29238,7.37,37030.0,33,333869,133000,8220,125755,1
E09000011,greenwich,12/1/18,33163,7.54,36288.0,33,286186,106000,5044,112884,1
E09000012,hackney,12/1/18,35286,7.5,40439.0,28,279665,152000,1905,110037,1
E09000013,hammersmith and fulham,12/1/18,40972,7.72,44781.0,24,185426,155000,1715,88140,1
E09000014,haringey,12/1/18,29801,7.35,34178.0,29,270624,91000,2960,108820,1
E09000015,harrow,12/1/18,30553,7.65,35325.0,40,250149,91000,5046,90680,1
E09000016,havering,12/1/18,30181,7.68,34484.0,37,257810,108000,11446,101993,1
E09000017,hillingdon,12/1/18,31886,7.76,39670.0,37,304824,209000,11570,109777,1
E09000018,hounslow,12/1/18,35935,7.85,46102.0,31,270782,178000,5659,100735,1
E09000019,islington,12/1/18,40000,7.51,53489.0,29,239142,255000,1486,102824,1
E09000020,kensington and chelsea,12/1/18,32976,7.23,42099.0,27,156197,164000,1238,87611,1
E09000021,kingston upon thames,12/1/18,,7.78,36282.0,49,175470,96000,3726,67141,1
E09000022,lambeth,12/1/18,36200,7.22,44814.0,30,325917,180000,2725,140288,1
E09000023,lewisham,12/1/18,29966,7.49,33493.0,28,303536,84000,3532,126487,1
E09000024,merton,12/1/18,31182,7.84,,39,206186,108000,3762,84297,1
E09000025,newham,12/1/18,30392,7.54,37849.0,17,352005,139000,3857,114474,1
E09000026,redbridge,12/1/18,,7.54,31990.0,25,303858,92000,5644,103924,1
E09000027,richmond upon thames,12/1/18,34027,7.7,40427.0,43,196904,111000,5876,85141,1
E09000028,southwark,12/1/18,39998,7.34,48333.0,35,317256,329000,2991,132970,1
E09000029,sutton,12/1/18,28853,7.88,32442.0,49,204525,78000,4385,82978,1
E09000030,tower hamlets,12/1/18,49237,7.82,69806.0,23,317705,333000,2158,120015,1
E09000031,waltham forest,12/1/18,30298,7.46,32875.0,32,276700,88000,3881,103029,1
E09000032,wandsworth,12/1/18,34501,7.65,45317.0,23,326474,147000,3522,146162,1
E09000033,westminster,12/1/18,43015,7.66,63792.0,22,255324,775000,2203,124509,1
E12000001,north east,12/1/18,26355,7.67,31093.0,35,2657909,1206000,,,0
E12000002,north west,12/1/18,27376,7.69,32710.0,45,7292093,3814000,,,0
E12000003,yorkshire and the humber,12/1/18,26892,7.7,31719.0,43,,2773000,,,0
E12000004,east midlands,12/1/18,26711,7.76,31553.0,44,4804149,2387000,,,0
E12000005,west midlands,12/1/18,27682,7.7,33067.0,40,5900757,2960000,,,0
E12000006,east,12/1/18,29153,,34939.0,49,6201214,3257000,,,0
E12000007,london,12/1/18,38146,7.58,52629.0,33,8908081,6148000,159471,3556161,0
E12000008,south east,12/1/18,30849,7.79,37020.0,47,9133625,4937000,,,0
E12000009,south west,12/1/18,27956,7.77,32848.0,50,5599735,3011000,,,0
E13000001,inner london,12/1/18,42153,,59567.0,,3600203,,32796,1513559,0
E13000002,outer london,12/1/18,31031,,37173.0,,5307878,,126676,2042603,0
E92000001,england,12/1/18,29856,7.71,37313.0,44,55977178,30493000,13303728,24172166,0
K02000001,united kingdom,12/1/18,29559,,36593.0,,66435550,35750000,,,0
K03000001,great britain,12/1/18,29633,,36757.0,,64553909,34850000,,,0
K04000001,england and wales,12/1/18,29667,,36973.0,,59115809,31989000,,,0
N92000002,northern ireland,12/1/18,27101,7.89,31158.0,,1881641,900000,,,0
S92000003,scotland,12/1/18,29289,7.69,34604.0,,5438100,2861000,,,0
W92000004,wales,12/1/18,26353,7.68,30347.0,,3138631,1496000,,,0
E09000001,city of london,12/1/19,61636,,88342.0,,,,,,1
E09000002,barking and dagenham,12/1/19,28738,,32010.0,,,,,,1
